article,entity,start,end,highest_ratio,best_match_annotation_article,best_match_annotation_entity,best_match_similarity_ratio,best_match_annotation_start,best_match_annotation_end
23254573,7 dcca,333,339,100,23254573,7 dcca,100,333,339
23063782,oxygen,0,6,100,23063782,oxygen,100,0,6
22732147,melamine,228,236,100,22732147,melamine,100,228,236
23201180, fenamiphos,878,892,100,23201180, fenamiphos,100,878,892
23122143,polyunsaturated fatty acids,861,888,100,23122143,polyunsaturated fatty acids,100,861,888
22901687,measuring,117,126,26,22901687,corticosterone,26,115,129
23194532,carbon tetrachloride,129,149,100,23194532,carbon tetrachloride,100,129,149
23178257,calcium,140,147,100,23178257,calcium,100,140,147
22815312,estradiol,426,435,100,22815312,estradiol,100,426,435
23252553,ser 130,506,513,60,23252553,ser,60,506,509
22887780,threonine,1354,1363,100,22887780,threonine,100,1354,1363
23211363,cocaine,281,288,100,23211363,cocaine,100,281,288
23150210,tariquidar,426,436,100,23150210,tariquidar,100,426,436
23246798,camphor,1058,1065,100,23246798,camphor,100,1058,1065
23174340,tbob site,1040,1049,62,23174340,tbob,62,1040,1044
23199996,mercury,810,817,100,23199996,mercury,100,810,817
22554350,vitamin e,739,748,100,22554350,vitamin e,100,739,748
22410778,forskolin,869,878,100,22410778,forskolin,100,869,878
23146698,gentiana asclepiadea l ,70,93,23,23146698,carbon tetrachloride,23,69,89
23168114,stp,1273,1276,100,23168114,stp,100,1273,1276
23194156,carboxylate,905,916,100,23194156,carboxylate,100,905,916
23169608,nbp 11 oic acid,644,659,100,23169608,nbp 11 oic acid,100,644,659
23167531,ym150,58,63,100,23167531,ym150,100,58,63
23243006,methylmercury,1258,1271,100,23243006,methylmercury,100,1258,1271
23254573,7 dcca,941,947,100,23254573,7 dcca,100,941,947
23246732,pb,1156,1158,100,23246732,pb,100,1156,1158
23237733,4 methylumbelliferone,426,447,100,23237733,4 methylumbelliferone,100,426,447
23024204,teta,185,189,100,23024204,teta,100,185,189
23239629,dmapma,435,441,100,23239629,dmapma,100,435,441
23183177,testosterone,110,122,13,23183177,glucose 6 phosphate,13,105,124
23249624,dabrafenib,544,554,100,23249624,dabrafenib,100,544,554
23201337,estrogen,943,951,100,23201337,estrogen,100,943,951
23202134,pb,589,591,100,23202134,pb,100,589,591
23127820,ethanol,176,183,100,23127820,ethanol,100,176,183
22967140,oestradiol,114,124,100,22967140,oestradiol,100,114,124
23228341,organotin,682,691,100,23228341,organotin,100,682,691
23086182,ddt,970,973,100,23086182,ddt,100,970,973
23135241,bupropion,844,853,100,23135241,bupropion,100,844,853
23244594, 1 h nmr,1118,1126,67,23244594, 1 h,67,1118,1122
23256625,rosuvastatin,825,837,100,23256625,rosuvastatin,100,825,837
22992332,dcs,286,289,100,22992332,dcs,100,286,289
23174340,bms 763534,375,385,100,23174340,bms 763534,100,375,385
23017392,anthocyanin,380,391,100,23017392,anthocyanin,100,380,391
23089211,cholesterol,277,288,100,23089211,cholesterol,100,277,288
22401710,peg 6000,688,696,55,22401710,peg,55,688,691
23122070,4 hydroxybenzaldehyde,117,138,100,23122070,4 hydroxybenzaldehyde,100,117,138
23122115,glucose,472,479,100,23122115,glucose,100,472,479
22898566,epa,870,873,100,22898566,epa,100,870,873
23212976,polychlorinated dibenzo p dioxins,150,183,100,23212976,polychlorinated dibenzo p dioxins,100,150,183
23055540,ino 8875,692,700,100,23055540,ino 8875,100,692,700
23249265,silicon,1190,1197,100,23249265,silicon,100,1190,1197
23246797,ezetimibe,2244,2253,100,23246797,ezetimibe,100,2244,2253
22876784,meg,439,442,100,22876784,meg,100,439,442
23174031,androgens,246,255,100,23174031,androgens,100,246,255
23122081,lycopene,670,678,100,23122081,lycopene,100,670,678
23127916,stable,165,171,29,23127916,imatinib,29,164,172
22977165,gadoterate,684,694,100,22977165,gadoterate,100,684,694
22813627,moinp,577,582,100,22813627,moinp,100,577,582
23146755,carvacrol,0,9,100,23146755,carvacrol,100,0,9
22951949,copper,694,700,100,22951949,copper,100,694,700
23201927,ato,1352,1355,100,23201927,ato,100,1352,1355
23246797,glimepiride,2052,2063,100,23246797,glimepiride,100,2052,2063
23232079,citalopram,344,354,100,23232079,citalopram,100,344,354
23187618,nucleosil,294,303,100,23187618,nucleosil,100,294,303
23202847,m cpba,193,199,100,23202847,m cpba,100,193,199
23238642,as 5 ,1063,1069,100,23238642,as 5 ,100,1063,1069
23146755,2 5 di tert butylhydroquinone,791,820,100,23146755,2 5 di tert butylhydroquinone,100,791,820
22472136,chromium,54,62,100,22472136,chromium,100,54,62
22876943,no,822,824,100,22876943,no,100,822,824
23061623,coumarins,282,291,100,23061623,coumarins,100,282,291
22493952,isoaleuritolic acid,939,958,100,22493952,isoaleuritolic acid,100,939,958
23142789,bpa,1657,1660,100,23142789,bpa,100,1657,1660
23132866,growth,89,95,29,23132866,androgen,29,85,93
22381584,chpg,1571,1575,100,22381584,chpg,100,1571,1575
23194828,amino acids,824,835,100,23194828,amino acids,100,824,835
22809709,way100635,1614,1623,100,22809709,way100635,100,1614,1623
23212047,guanine mononucleotides,925,948,100,23212047,guanine mononucleotides,100,925,948
22899102,glutathione,976,987,100,22899102,glutathione,100,976,987
22495969,phytoecdysteroids,183,200,100,22495969,phytoecdysteroids,100,183,200
22480349,moruslupenoic acid b,157,177,100,22480349,moruslupenoic acid b,100,157,177
23252799,ps b p4vp,144,153,100,23252799,ps b p4vp,100,144,153
23152189,pyruvate,854,862,100,23152189,pyruvate,100,854,862
23058251,carbamates,797,807,100,23058251,carbamates,100,797,807
23220035,phthalic acid,10,23,100,23220035,phthalic acid,100,10,23
23169609,ertugliflozin,579,592,100,23169609,ertugliflozin,100,579,592
23115221,cotinine,1273,1281,100,23115221,cotinine,100,1273,1281
23234434,isonicotinic acid,276,293,100,23234434,isonicotinic acid,100,276,293
23255426,selenium,1089,1097,100,23255426,selenium,100,1089,1097
22998295,ethyl oleate,981,993,100,22998295,ethyl oleate,100,981,993
22480349,betulinic acid,345,359,100,22480349,betulinic acid,100,345,359
23237450,calcium,481,488,100,23237450,calcium,100,481,488
23108606,nickel ii ion,432,446,87,23108606,nickel ii ,87,432,442
23246481,wogonin,892,899,100,23246481,wogonin,100,892,899
22867272,flurbiprofen,240,252,100,22867272,flurbiprofen,100,240,252
23152439,bisphosphonates,1867,1882,100,23152439,bisphosphonates,100,1867,1882
23064722,atp,413,416,100,23064722,atp,100,413,416
23179349,zinc,914,918,100,23179349,zinc,100,914,918
23108036,troglitazone,837,849,100,23108036,troglitazone,100,837,849
22813627,testosterone,937,949,100,22813627,testosterone,100,937,949
22757667,geraniol,629,637,100,22757667,geraniol,100,629,637
23149118,plastoquinone,1701,1714,100,23149118,plastoquinone,100,1701,1714
22732147,melamine,559,567,100,22732147,melamine,100,559,567
22837389,progesterone,319,331,100,22837389,progesterone,100,319,331
23122094,linalool,800,808,100,23122094,linalool,100,800,808
23111348,thy,8,11,100,23111348,thy,100,8,11
23246481,monoflavonoid,31,44,100,23246481,monoflavonoid,100,31,44
23220616,sulfur amino acids,84,102,100,23220616,sulfur amino acids,100,84,102
22813627,mono carboxy isooctyl phthalate,293,325,100,22813627,mono carboxy isooctyl phthalate,100,293,325
22438091,rare,16,20,14,22438091,sinensetin,14,11,21
23010360,ranolazine,1517,1527,100,23010360,ranolazine,100,1517,1527
23042952,rsv,1071,1074,100,23042952,rsv,100,1071,1074
22961095,acrolein,123,131,100,22961095,acrolein,100,123,131
23123249,oximes,458,464,100,23123249,oximes,100,458,464
23205740,dimethyl methylphosphonate,1408,1434,100,23205740,dimethyl methylphosphonate,100,1408,1434
23174340,bms 763534,648,658,100,23174340,bms 763534,100,648,658
22788802,hco ,758,763,100,22788802,hco ,100,758,764
22981459,organophosphorous,7,24,100,22981459,organophosphorous,100,7,24
23111950,mgo,649,652,100,23111950,mgo,100,649,652
23159885,nicotinamide adenine dinucleotide phosphate ,61,106,100,23159885,nicotinamide adenine dinucleotide phosphate ,100,61,106
23170792,ticagrelor,1213,1223,100,23170792,ticagrelor,100,1213,1223
23020788,abiraterone sulfate,1004,1023,100,23020788,abiraterone sulfate,100,1004,1023
22722028,ms 275,1518,1524,100,22722028,ms 275,100,1518,1524
23204111,tcdd,277,281,100,23204111,tcdd,100,277,281
23252950,chlorambucil,733,745,100,23252950,chlorambucil,100,733,745
23238226,si 111,160,166,50,23238226,si,50,160,162
23205740,sarin,1359,1364,100,23205740,sarin,100,1359,1364
22694127,ibuprofen,1378,1387,100,22694127,ibuprofen,100,1378,1387
23165858,cocl2,421,426,100,23165858,cocl2,100,421,426
23172734,nc 60,934,939,91,23172734,nc 60 ,91,934,940
23201371,nor,295,298,100,23201371,nor,100,295,298
23201622,pei,160,163,100,23201622,pei,100,160,163
23220618,hyperoside,1225,1235,100,23220618,hyperoside,100,1225,1235
23249624,dabrafenib,1279,1289,100,23249624,dabrafenib,100,1279,1289
23161484,lc 95a,741,747,100,23161484,lc 95a,100,741,747
23127567,azt,493,496,100,23127567,azt,100,493,496
22982479,mirtazapine,1427,1438,100,22982479,mirtazapine,100,1427,1438
23169609,ertugliflozin,451,464,100,23169609,ertugliflozin,100,451,464
23197647,etoposide,1450,1459,100,23197647,etoposide,100,1450,1459
23253427,dmso,546,550,100,23253427,dmso,100,546,550
23252553,arg 234,494,501,60,23252553,arg,60,494,497
23108606,rac 2 2 2 trifluoro 1 9 anthryl ethanol,670,710,100,23108606,rac 2 2 2 trifluoro 1 9 anthryl ethanol,100,670,710
23182087,benzimidazole,18,31,100,23182087,benzimidazole,100,18,31
23132866,ser 186,723,730,60,23132866,ser,60,723,726
23197647,sensitivity,48,59,30,23197647,etoposide,30,47,56
22812637,caesalpinolide g,58,74,100,22812637,caesalpinolide g,100,58,74
23206276,fe 3 o 4 ag,1267,1279,90,23206276,fe 3 o 4 ,90,1267,1276
22815312,carbamazepine,1269,1282,100,22815312,carbamazepine,100,1269,1282
23123771,nitrogen,963,971,100,23123771,nitrogen,100,963,971
23220609,bzp,15,18,100,23220609,bzp,100,15,18
23197401,c 60,174,178,89,23197401,c 60 ,89,174,179
23123249,oxime,1069,1074,100,23123249,oxime,100,1069,1074
23151002,cholesterol,299,310,100,23151002,cholesterol,100,299,310
23225753,gangliosides,855,867,100,23225753,gangliosides,100,855,867
22982479,noradrenaline,345,358,100,22982479,noradrenaline,100,345,358
23161868,corticosterone,1612,1626,100,23161868,corticosterone,100,1612,1626
22995439,fe 3 o 4 nps,470,483,86,22995439,fe 3 o 4 ,86,470,479
23254573,7 dcca,104,110,100,23254573,7 dcca,100,104,110
22902308,pravastatin,506,517,100,22902308,pravastatin,100,506,517
23146761,bile acid,1009,1018,100,23146761,bile acid,100,1009,1018
23168114,stp,956,959,100,23168114,stp,100,956,959
22995584,mtt,872,875,100,22995584,mtt,100,872,875
23091188,glycochenodeoxycholic acid,1533,1559,100,23091188,glycochenodeoxycholic acid,100,1533,1559
23036111,hymexazol,496,505,100,23036111,hymexazol,100,496,505
22963497,phoenixin,729,738,100,22963497,phoenixin,100,729,738
23244162,paa,340,343,100,23244162,paa,100,340,343
23240979,oligo phenylene ethynylenes,194,221,100,23240979,oligo phenylene ethynylenes,100,194,221
22878908,thiazolidinediones,0,18,100,22878908,thiazolidinediones,100,0,18
23172156,silica,682,688,100,23172156,silica,100,682,688
23166012,β carotene,424,434,100,23166012,β carotene,100,424,434
22553909,hp β cyclodextrin,1036,1053,100,22553909,hp β cyclodextrin,100,1036,1053
23178632,obesity,124,131,24,23178632,amiodarone,24,123,133
23172734,nc 60,1484,1489,91,23172734,nc 60 ,91,1484,1490
23174340,bms 763534,204,214,100,23174340,bms 763534,100,204,214
23211363,etic,1030,1034,100,23211363,etic,100,1030,1034
22876949,chalcones,0,9,100,22876949,chalcones,100,0,9
22708639,acetylcholine,233,246,100,22708639,acetylcholine,100,233,246
23174340,bms 763534,0,10,100,23174340,bms 763534,100,0,10
23220618,hyperoside,103,113,100,23220618,hyperoside,100,103,113
23122151,quercetin,716,725,100,23122151,quercetin,100,716,725
22796428,ahn 2,783,788,71,22796428,ahn 2 005,71,783,792
23093494,ethanol,1486,1493,100,23093494,ethanol,100,1486,1493
23254197,gonadal,0,7,38,23254197,estradiol,38,0,9
23220037,paraquat,317,325,100,23220037,paraquat,100,317,325
23210780,betulin,479,486,100,23210780,betulin,100,479,486
23122079,phillyrin,1092,1101,100,23122079,phillyrin,100,1092,1101
23093024,maleimide,569,578,100,23093024,maleimide,100,569,578
23149118,atrazine,736,744,100,23149118,atrazine,100,736,744
23124594,rebaudioside a,1172,1186,100,23124594,rebaudioside a,100,1172,1186
23054066,mdma,95,99,100,23054066,mdma,100,95,99
23228341,organotins,245,255,100,23228341,organotins,100,245,255
23255101,silicon,107,114,100,23255101,silicon,100,107,114
23164619,glucose,521,528,100,23164619,glucose,100,521,528
23194542,thiabendazole,109,122,100,23194542,thiabendazole,100,109,122
23022271,ca 2 ,583,589,100,23022271,ca 2 ,100,583,589
23228886,thp,255,258,100,23228886,thp,100,255,258
23232079,citalopram,963,973,100,23232079,citalopram,100,963,973
22986488,phosphate,766,775,100,22986488,phosphate,100,766,775
23194548,arabinose,853,862,100,23194548,arabinose,100,853,862
23111803,thiram,485,491,100,23111803,thiram,100,485,491
23174748,natural products,31,47,40,23174748,anthraquinones,40,32,46
23117151,tcdd,348,352,100,23117151,tcdd,100,348,352
23210742,trans aca,797,806,100,23210742,trans aca,100,797,806
23199989,dmhf,779,783,100,23199989,dmhf,100,779,783
23121886,cd,353,355,50,23121886,cu,50,357,359
23123664,cysteine,561,569,100,23123664,cysteine,100,561,569
23103569,h2s,310,313,100,23103569,h2s,100,310,313
23229057,tris cyanoethyl phosphine,226,251,100,23229057,tris cyanoethyl phosphine,100,226,251
23254198,ce bza,1510,1516,67,23254198,bza,67,1513,1516
23154194,azone,604,609,100,23154194,azone,100,604,609
23220614,iso,700,703,100,23220614,iso,100,700,703
23046379,pge 2,1014,1019,91,23046379,pge 2 ,91,1014,1020
22273350,β cubebene,510,520,100,22273350,β cubebene,100,510,520
23020788,abiraterone,872,883,100,23020788,abiraterone,100,872,883
23122067,quantity,4,12,38,23122067,anthraquinone,38,0,13
23164921,catalpol,449,457,100,23164921,catalpol,100,449,457
23245695,cisplatin,795,804,100,23245695,cisplatin,100,795,804
23178632,amiodarone,484,494,100,23178632,amiodarone,100,484,494
23220616,hypotaurine,1233,1244,100,23220616,hypotaurine,100,1233,1244
22876943,chalcones,530,539,100,22876943,chalcones,100,530,539
23235923,cyclic adenosine monophosphate,889,919,100,23235923,cyclic adenosine monophosphate,100,889,919
23103569,carbon monoxide,354,369,100,23103569,carbon monoxide,100,354,369
22936348,ch2nh2,133,139,100,22936348,ch2nh2,100,133,139
22553909,itr,37,40,100,22553909,itr,100,37,40
22607130,apigenin,1144,1152,100,22607130,apigenin,100,1144,1152
22455986,sterols,339,346,100,22455986,sterols,100,339,346
23085331,tlm,286,289,100,23085331,tlm,100,286,289
23085095,buspirone,769,778,100,23085095,buspirone,100,769,778
22708620,bht,330,333,100,22708620,bht,100,330,333
23165155,dieldrin,1097,1105,100,23165155,dieldrin,100,1097,1105
23252553,ser 130,544,551,60,23252553,ser,60,544,547
23237733,isoliquiritigenin,1203,1220,100,23237733,isoliquiritigenin,100,1203,1220
23202848,chalcone 3,316,326,89,23202848,chalcone,89,316,324
23194532,gsh rd,679,685,67,23194532,gsh,67,679,682
23055445,al,223,225,100,23055445,al,100,223,225
23078954,don,836,839,100,23078954,don,100,836,839
23126495,sclareol,286,294,100,23126495,sclareol,100,286,294
22986947,gsh,909,912,100,22986947,gsh,100,909,912
23190297,2 5 dihydroxy 4 methoxybenzophenone,174,209,100,23190297,2 5 dihydroxy 4 methoxybenzophenone,100,174,209
23164619,dhβe,1077,1081,100,23164619,dhβe,100,1077,1081
23172734,pcb,1367,1370,100,23172734,pcb,100,1367,1370
23202134,pb,539,541,100,23202134,pb,100,539,541
23253427,dmso,752,756,100,23253427,dmso,100,752,756
22956628,arsenic,9,16,100,22956628,arsenic,100,9,16
22335586,risperidone,1587,1598,100,22335586,risperidone,100,1587,1598
23064722,adenine nucleotides,461,480,100,23064722,adenine nucleotides,100,461,480
23197647,methotrexate,1232,1244,100,23197647,methotrexate,100,1232,1244
22995584,epothilones,0,11,100,22995584,epothilones,100,0,11
22809709,nicotine,971,979,100,22809709,nicotine,100,971,979
23212047,cyclic gmp,528,538,100,23212047,cyclic gmp,100,528,538
23066996,amino acid,299,309,100,23066996,amino acid,100,299,309
23014761,elacridar,1118,1127,100,23014761,elacridar,100,1118,1127
22424051,ellagic acids,222,235,100,22424051,ellagic acids,100,222,235
23192785,aromatic aldehydes,362,380,100,23192785,aromatic aldehydes,100,362,380
22475036, 13 c nmr,396,405,71,22475036, 13 c,71,396,401
22883213,n ,302,304,67,22883213,n,67,302,303
23170792,warfarin,996,1004,100,23170792,warfarin,100,996,1004
23103446,nilotinib,82,91,100,23103446,nilotinib,100,82,91
23201441,oflx,171,175,100,23201441,oflx,100,171,175
23122100,eicosanoids,461,472,100,23122100,eicosanoids,100,461,472
23122120,neu5ac,1181,1187,100,23122120,neu5ac,100,1181,1187
23197773,methamphetamine,2651,2666,100,23197773,methamphetamine,100,2651,2666
23147033,butyrate,935,943,100,23147033,butyrate,100,935,943
22922115,oximes,164,170,100,22922115,oximes,100,164,170
23246797,hydroxypropyl β cyclodextrin,754,782,100,23246797,hydroxypropyl β cyclodextrin,100,754,782
22531751,ly541850,1517,1525,100,22531751,ly541850,100,1517,1525
23205514,9 hydroxyrisperidone,1000,1020,100,23205514,9 hydroxyrisperidone,100,1000,1020
22761031,auraptene,29,38,100,22761031,auraptene,100,29,38
23146755,ca 2 ,1403,1409,100,23146755,ca 2 ,100,1403,1409
23085122,atropine,148,156,100,23085122,atropine,100,148,156
23010360,gs967,1418,1423,100,23010360,gs967,100,1418,1423
22524504,fenofibrate,174,185,100,22524504,fenofibrate,100,174,185
23199987,phenylethylamine,448,464,100,23199987,phenylethylamine,100,448,464
23093496,2 deoxyribose,1289,1303,100,23093496,2 deoxyribose,100,1289,1303
22898566,epa,975,978,100,22898566,epa,100,975,978
23091188,ritonavir,215,224,100,23091188,ritonavir,100,215,224
23152189,tcdd,357,361,100,23152189,tcdd,100,357,361
23146695,isoflavonoid,89,101,100,23146695,isoflavonoid,100,89,101
23043183,vilanterol,1271,1281,100,23043183,vilanterol,100,1271,1281
23256708,vinyl trifluoroborates,72,94,100,23256708,vinyl trifluoroborates,100,72,94
22788802,hoco d,1500,1511,91,22788802,hoco ,91,1500,1507
23194828,d amphetamine,694,707,100,23194828,d amphetamine,100,694,707
23065531, 18 f fluoroacetic acid,1377,1401,100,23065531, 18 f fluoroacetic acid,100,1377,1401
23194513,polyphenol,1026,1036,100,23194513,polyphenol,100,1026,1036
23149118,quinones,1952,1960,100,23149118,quinones,100,1952,1960
22610748,sch,789,792,100,22610748,sch,100,789,792
23247722,meoh d 4,177,185,94,23247722,meoh d 4 ,94,177,186
22079313,dha,1159,1162,100,22079313,dha,100,1159,1162
23220035,benzyl butyl phthalate,479,501,100,23220035,benzyl butyl phthalate,100,479,501
23231420,pmpts,705,710,100,23231420,pmpts,100,705,710
23146761,bile acid,300,309,100,23146761,bile acid,100,300,309
